              Y               X               Z     Campo-Total
         -0.638           2.652           0.000        -7.09850
          1.697          -3.512           0.000        -6.39406
          1.195           2.544           0.000        -7.39022
          2.610           1.420           0.000        -7.69223
         -1.390          -0.694           0.000        25.85655
         -2.921          -1.425           0.000        -7.65454
         -0.203           2.560           0.000        -6.18557
          0.887           1.907           0.000         0.71916
          2.609          -0.405           0.000        -6.65993
         -1.132           1.882           0.000        -1.35559
         -0.503           1.448           0.000        27.36667
         -2.578          -2.441           0.000        -7.17740
         -1.075          -3.202           0.000        -7.48892
         -1.881          -1.085           0.000        -0.85260
         -1.466           0.570           0.000        24.43782
          0.875           3.196           0.000        -7.58027
         -0.570           3.415           0.000        -7.34512
          1.278           3.984           0.000        -5.72961
         -1.877           2.208           0.000        -7.59368
          2.843          -2.725           0.000        -6.30693
          0.882          -3.832           0.000        -6.31964
          3.800          -0.898           0.000        -6.38478
          2.761           0.543           0.000        -7.40050
          2.321          -2.373           0.000        -7.57211
          1.879          -1.120           0.000        -1.19199
         -2.689          -0.012           0.000        -6.92150
          3.734          -1.782           0.000        -5.83738
         -0.859          -1.303           0.000        25.30532
          2.832          -3.107           0.000        -5.68409
          2.826          -0.854           0.000        -7.67275
          3.471           1.030           0.000        -7.03019
         -0.528          -1.045           0.000        66.62120
          3.617           3.067           0.000        -4.53217
         -1.427          -3.579           0.000        -6.50619
          1.018          -0.473           0.000        73.90025
         -3.958          -0.311           0.000        -6.22995
         -3.962          -3.800           0.000        -3.29235
         -1.607           1.214           0.000         3.15905
         -1.413          -1.809           0.000        -3.12655
          2.235          -2.449           0.000        -7.57700
          3.083           2.370           0.000        -6.42214
         -2.210          -2.986           0.000        -6.82336
         -1.114          -0.455           0.000        62.06133
         -2.129          -1.638           0.000        -6.90909
          0.234           3.713           0.000        -6.81096
          1.233          -1.954           0.000        -3.36685
          3.503          -2.149           0.000        -5.90281
          0.105          -0.012           0.000       608.24609
         -2.346          -3.421           0.000        -5.81353
         -0.133          -2.636           0.000        -6.65823
          3.570           3.622           0.000        -3.91211
          3.887           1.541           0.000        -5.73526
         -0.566          -3.286           0.000        -7.55147
          2.592          -3.699           0.000        -4.99210
          3.469           2.213           0.000        -5.89049
         -0.673           0.719           0.000        98.14879
         -2.878           1.368           0.000        -7.70919
         -3.505          -3.672           0.000        -3.92683
          0.059           1.363           0.000        42.55621
          2.067           2.652           0.000        -7.51213
          3.641          -1.508           0.000        -6.29979
         -0.942          -2.024           0.000        -2.06409
         -3.302          -1.277           0.000        -7.19721
         -0.509          -2.259           0.000        -3.43783
          2.834          -0.902           0.000        -7.69554
         -3.890          -0.048           0.000        -6.41988
         -3.014           3.068           0.000        -5.46351
          0.228           2.307           0.000        -3.47762
         -1.848          -1.833           0.000        -6.43180
          2.726           3.364           0.000        -5.39744
          2.420          -3.588           0.000        -5.40240
          1.664          -3.217           0.000        -7.02840
          0.601           2.753           0.000        -7.41121
         -3.583          -2.072           0.000        -5.83576
         -1.026          -0.366           0.000        79.29114
          3.364           3.864           0.000        -3.84820
          1.923          -0.441           0.000         4.45059
         -1.822           0.554           0.000         6.85200
          3.837           0.483           0.000        -6.47344
         -2.450          -3.318           0.000        -5.86987
          2.943          -2.644           0.000        -6.26459
          1.940          -3.491           0.000        -6.17461
          2.378           3.348           0.000        -5.91148
         -3.212           2.824           0.000        -5.51709
          1.175           3.364           0.000        -7.15066
         -1.274           2.413           0.000        -7.10176
         -3.364          -2.209           0.000        -6.10181
          3.558           0.333           0.000        -7.12827
          0.187           0.778           0.000       145.91670
          1.152           2.947           0.000        -7.72307
          3.464          -2.412           0.000        -5.64544
          1.093          -0.806           0.000        43.27846
          2.329          -0.730           0.000        -5.04284
         -3.908           3.263           0.000        -3.90173
         -0.618          -3.043           0.000        -7.74411
         -1.536           1.636           0.000        -2.26657
         -2.489          -1.847           0.000        -7.74488
          2.222          -2.497           0.000        -7.54091
         -2.711          -2.046           0.000        -7.45804
          1.598          -3.948           0.000        -5.55777
          0.980          -2.709           0.000        -7.56030
          0.198           2.726           0.000        -7.12050
          2.865           0.726           0.000        -7.67579
          3.760          -1.499           0.000        -6.04752
         -0.620          -0.273           0.000       224.32229
         -2.489           3.738           0.000        -5.04578
         -3.324          -3.966           0.000        -3.76356
          2.679           0.836           0.000        -7.37649
         -0.224           3.572           0.000        -7.11760
         -1.720          -1.358           0.000        -1.26292
         -1.350           1.251           0.000         9.41225
         -3.518          -1.434           0.000        -6.63170
          1.989          -1.448           0.000        -5.24769
         -0.771           2.845           0.000        -7.66701
         -0.422          -0.688           0.000       143.42598
          0.656           1.887           0.000         3.63411
          3.560          -3.777           0.000        -3.74029
          3.966          -3.920           0.000        -3.17399
          0.401           1.823           0.000         8.33277
         -2.281           2.041           0.000        -7.74351
         -2.437           2.408           0.000        -7.40896
          3.362           2.958           0.000        -5.07258
         -1.030          -2.035           0.000        -2.88943
          3.744          -1.989           0.000        -5.60352
         -3.307          -0.592           0.000        -7.51610
         -0.543          -2.588           0.000        -6.68848
         -0.720           2.172           0.000        -3.01311
         -1.407          -3.848           0.000        -5.93201
         -3.327           0.189           0.000        -7.55486
          3.385           1.427           0.000        -6.91629
          2.016           2.857           0.000        -7.28008
          3.454           0.880           0.000        -7.14749
          3.652           2.794           0.000        -4.82102
          1.342          -2.675           0.000        -7.71180
         -0.541          -3.499           0.000        -7.19544
         -0.838          -3.573           0.000        -6.92312
         -0.108          -2.980           0.000        -7.70312
         -2.361           1.610           0.000        -7.51221
          3.172           0.007           0.000        -7.71877
         -0.155          -1.044           0.000        85.16923
          1.585          -0.142           0.000        23.14787
         -0.211          -2.869           0.000        -7.55162
         -1.824           0.871           0.000         2.92221
         -3.144           2.348           0.000        -6.33956
         -3.535          -1.941           0.000        -6.08350
         -2.296           1.040           0.000        -5.81371
          0.103          -0.751           0.000       164.32390
          1.007           3.862           0.000        -6.18047
          0.461          -3.700           0.000        -6.79360
         -2.075           0.266           0.000         0.99690
          3.013           0.875           0.000        -7.73528
          1.916           2.645           0.000        -7.63775
         -2.380          -0.758           0.000        -5.60946
         -0.325           3.174           0.000        -7.70612
