# lon lat x-norte(m) y-leste(m) z(m) topo(m) mag(nT)
-51.72373 -15.53898 6779.59322 2542.34746 -429.69809 279.69809 -270.15331
-51.71610 -15.53898 6779.59322 3389.79661 -431.02559 281.02559 -306.82971
-51.70847 -15.53898 6779.59322 4237.24576 -432.35308 282.35308 -396.14836
-51.70085 -15.53898 6779.59322 5084.69492 -433.68057 283.68057 -468.48054
-51.69322 -15.53898 6779.59322 5932.14407 -435.00807 285.00807 -547.98690
-51.68559 -15.53898 6779.59322 6779.59322 -436.33556 286.33556 -549.53837
-51.67797 -15.53898 6779.59322 7627.04237 -437.65687 287.65687 -488.67615
-51.67034 -15.53898 6779.59322 8474.49153 -438.96077 288.96077 -456.40700
-51.66271 -15.53898 6779.59322 9321.94068 -440.24948 290.24948 -647.05176
-51.65508 -15.53898 6779.59322 10169.38983 -441.52297 291.52297 -1412.85235
-51.64746 -15.53898 6779.59322 11016.83898 -442.77911 292.77911 -1690.66476
-51.63983 -15.53898 6779.59322 11864.28814 -444.02975 294.02975 -1627.17708
-51.63220 -15.53898 6779.59322 12711.73729 -445.28038 295.28038 -1346.99970
-51.62458 -15.53898 6779.59322 13559.18644 -446.53101 296.53101 -1056.43969
-51.61695 -15.53898 6779.59322 14406.63559 -447.78164 297.78164 -723.26679
-51.60932 -15.53898 6779.59322 15254.08475 -449.03227 299.03227 -582.64438
-51.60169 -15.53898 6779.59322 16101.53390 -450.28291 300.28291 -452.54090
-51.59407 -15.53898 6779.59322 16948.98305 -451.37894 301.37894 -321.23777
-51.58644 -15.53898 6779.59322 17796.43220 -452.10360 302.10360 -217.36911
-51.57881 -15.53898 6779.59322 18643.88136 -452.50591 302.50591 -90.28318
-51.57119 -15.53898 6779.59322 19491.33051 -452.58058 302.58058 188.45755
-51.56356 -15.53898 6779.59322 20338.77966 -452.28779 302.28779 93.24787
